Month,Region,Category,Total_Sales_Amount,Total_Qty_Sold,Avg_Unit_Cost,Avg_Unit_Price,Avg_Discount_Sales,Num_Transactions,New_Customers,Returning_Customers,Online_Txn,Retail_Txn,Inventory_Level,Units_Sold_Online,Units_Ordered,Demand_Forecast,Avg_Price,Avg_Discount_Inv,Weather_Mode,Holiday_Days,Competitor_Pricing,Seasonality,COGS,Gross_Profit,Profit_Margin_Pct,Avg_Revenue_Per_Txn,Transport_Cost_Est,Net_Profit,Net_Profit_Margin,Spot_Sales_Ratio,Online_Sales_Ratio,Price_vs_Competitor,Fulfillment_Rate,Inventory_Coverage,Year,MonthNum,Quarter,Recommended_Price,Recommended_Order_Qty,Sales_Growth_MoM,Profit_Growth_MoM
2022-12-01,East,Furniture,2729492.78,359,6039.2725,8872.2625,0.155625,4,0,4,1,3,374.0,311,373,325.0,5785.47,0.0516,Cloudy,1,5611.56,Winter,24157.09,2705335.69,99.1149604726194,682373.195,483.1418,2704852.5482,99.09725968207178,0.75,0.25,3260.7025000000003,0.9569230769230769,31.25348189415042,2022,12,4,10065.454166666666,374.0,57.82303869633974,58.2156156506547
2023-01-01,East,Furniture,2443427.77,260,7037.7025,11049.5725,0.12395,4,0,4,1,3,257.0,180,236,206.0,10419.88,0.2123,Cloudy,1,9539.88,Spring,28150.81,2415276.96,98.84789678067709,610856.9425,563.0162,2414713.9438,98.82485471629063,0.75,0.25,1509.692500000001,0.8737864077669902,29.653846153846157,2023,1,1,11729.504166666668,237.0,-10.480519021559742,-10.726595968903329
2023-02-01,East,Furniture,1293469.77,117,8033.98,11974.965,0.07485,2,1,1,1,1,360.0,185,211,184.0,9712.76,0.0904,Cloudy,0,9041.79,Spring,16067.96,1277401.81,98.75776300516091,646734.885,321.3592,1277080.4508,98.73291826526413,0.5,0.5,2933.1749999999993,1.0,92.3076923076923,2023,2,1,13389.966666666667,212.0,-47.06331057209847,-47.11255740751316
2023-03-01,East,Furniture,1910429.14,228,5998.143333333333,9962.006666666666,0.14453333333333332,3,2,1,1,2,332.0,238,304,265.0,4454.8,0.1595,Cloudy,0,4625.37,Spring,17994.43,1892434.71,99.05809487390881,636809.7133333333,359.8886,1892074.8214,99.03925677138699,0.6666666666666666,0.3333333333333333,5336.636666666666,0.8981132075471698,43.684210526315795,2023,3,1,9996.905555555557,305.0,47.69801230066628,48.15627474484867
2023-04-01,East,Furniture,2621543.1500000004,331,5757.610000000001,8953.77,0.1436,4,2,2,0,4,303.0,298,428,373.0,14062.61,0.2266,Windy,0,12883.58,Summer,23030.440000000002,2598512.7100000004,99.12149300308103,655385.7875000001,460.60880000000003,2598052.1012000004,99.10392286314264,1.0,0.0,-3929.8099999999995,0.7989276139410187,27.462235649546827,2023,4,2,9596.016666666668,429.0,37.22273677211605,37.312334153763935
2023-05-01,East,Furniture,1550566.08,198,6122.370000000001,9869.89,0.13845,2,2,0,0,2,348.0,275,399,347.0,14248.39,0.0913,Cloudy,0,14638.62,Summer,12244.740000000002,1538321.34,99.21030518093107,775283.04,244.89480000000003,1538076.4452000002,99.19451128454972,1.0,0.0,-4768.730000000001,0.792507204610951,52.72727272727273,2023,5,2,10203.950000000003,399.0,-40.8529254992427,-40.79886063525877
2023-06-01,East,Furniture,1630085.18,216,5786.366666666668,9259.223333333333,0.14816666666666667,3,0,3,2,1,308.0,341,396,345.0,7143.94,0.2233,Sunny,0,7146.65,Summer,17359.100000000002,1612726.0799999998,98.93508019010393,543361.7266666667,347.1820000000001,1612378.8979999998,98.913781793906,0.3333333333333333,0.6666666666666666,2112.5733333333337,0.9884057971014493,42.77777777777778,2023,6,2,9643.944444444447,397.0,5.1283915613580255,4.830868649726816
2023-07-01,East,Furniture,1055943.06,187,4434.42,7032.1,0.19985,2,0,2,1,1,317.0,269,308,268.0,5119.92,0.1387,Rainy,0,4585.74,Autumn,8868.84,1047074.2200000001,99.1601024396145,527971.53,177.3768,1046896.8432000001,99.1433044884068,0.5,0.5,2446.3600000000006,1.0,50.85561497326203,2023,7,3,7390.700000000001,308.0,-35.22160234595838,-35.07128848569189
2023-08-01,East,Furniture,3675968.5,285,9368.416666666666,14583.983333333335,0.1312,3,0,3,2,1,284.0,286,330,287.0,16261.29,0.1094,Cloudy,1,17754.65,Autumn,28105.25,3647863.25,99.23543278458452,1225322.8333333333,562.105,3647301.145,99.22014144027622,0.3333333333333333,0.6666666666666666,-3170.666666666666,0.9965156794425087,29.894736842105264,2023,8,3,15614.027777777777,330.0,248.1218485398256,248.3916461006289
2023-09-01,East,Furniture,1124766.1,343,2698.3766666666666,3860.4833333333336,0.14853333333333332,3,1,2,0,3,401.0,269,361,314.0,18380.08,0.1111,Rainy,0,18075.97,Autumn,8095.129999999999,1116670.9700000002,99.28028325178009,374922.0333333334,161.90259999999998,1116509.0674000003,99.2658889168157,1.0,0.0,-14215.486666666668,0.856687898089172,35.072886297376094,2023,9,3,4497.294444444445,361.0,-69.40218339738222,-69.38807564791855
2023-10-01,East,Furniture,2320529.62,169,9959.0,15711.875,0.1352,2,2,0,0,2,444.0,267,364,317.0,17160.96,0.2176,Cloudy,1,16664.44,Winter,19918.0,2300611.62,99.14166146261041,1160264.81,398.36,2300213.2600000002,99.12449469186264,1.0,0.0,-952.5649999999987,0.8422712933753943,78.81656804733727,2023,10,4,16598.333333333336,365.0,106.31219415307767,106.01832328657
2023-11-01,East,Furniture,1736444.75,162,7579.415,11893.900000000001,0.1175,2,0,2,0,2,351.0,206,248,216.0,13503.93,0.1631,Rainy,1,13372.01,Winter,15158.83,1721285.92,99.12701915796629,868222.375,303.1766,1720982.7434,99.10955954112562,1.0,0.0,-1478.1099999999988,0.9537037037037037,65.0,2023,11,4,12632.358333333334,248.0,-25.170325987909603,-25.18160062254402
2023-12-01,East,Furniture,1440773.56,218,5473.886666666666,8561.886666666667,0.18423333333333333,3,2,1,1,2,302.0,286,327,285.0,13510.43,0.0897,Sunny,1,12928.24,Winter,16421.66,1424351.9000000001,98.86021922834287,480257.85333333333,328.4332,1424023.4668,98.83742361290973,0.6666666666666666,0.3333333333333333,-4366.353333333333,1.0,41.559633027522935,2023,12,4,9123.144444444444,328.0,-17.02738828862824,-17.25521523901644
2024-01-01,East,Furniture,1087065.3599999999,108,7596.38,11374.224999999999,0.05985,2,1,1,0,2,307.0,225,296,258.0,12241.56,0.2245,Cloudy,1,10914.59,Spring,15192.76,1071872.5999999999,98.60240602276205,543532.6799999999,303.8552,1071568.7447999998,98.57445414321728,1.0,0.0,459.6349999999984,0.872093023255814,85.27777777777777,2024,1,1,12660.633333333333,297.0,-24.549881384552908,-24.750625970512996
2024-02-01,East,Furniture,1061253.2,122,5865.055,9727.7,0.17885,2,2,0,1,1,305.0,223,311,271.0,3946.99,0.1617,Sunny,0,4349.95,Spring,11730.11,1049523.0899999999,98.89469261435441,530626.6,234.6022,1049288.4877999998,98.8725864666415,0.5,0.5,5377.750000000001,0.8228782287822878,75.0,2024,2,1,9775.091666666667,312.0,-2.3744809603720496,-2.079218632320079
2024-03-01,East,Furniture,2123965.35,226,6100.486666666667,9495.76,0.15896666666666667,3,0,3,0,3,313.0,295,348,303.0,9346.77,0.0706,Cloudy,0,8484.5,Spring,18301.46,2105663.89,99.13833528404783,707988.4500000001,366.0292,2105297.8608,99.12110198972877,1.0,0.0,1011.2600000000002,0.9735973597359736,41.548672566371685,2024,3,1,10167.477777777778,348.0,100.13747426156172,100.64051833963146
2024-04-01,East,Furniture,2725013.4299999997,388,5091.545,7980.6375,0.126925,4,2,2,1,3,321.0,227,318,277.0,6978.47,0.2062,Windy,0,7677.25,Summer,20366.18,2704647.2499999995,99.25262093111958,681253.3574999999,407.3236,2704239.9263999998,99.23767334974198,0.75,0.25,303.3874999999998,0.8194945848375451,24.81958762886598,2024,4,2,8485.908333333335,319.0,28.298393850916614,28.4492791614962
2024-05-01,East,Furniture,1637787.79,202,5207.610000000001,8563.385,0.10540000000000001,2,2,0,2,0,347.0,352,409,356.0,9357.47,0.2166,Sunny,0,9474.03,Summer,10415.220000000001,1627372.57,99.3640677953766,818893.895,208.30440000000002,1627164.2656,99.35134915128413,0.0,1.0,-910.6450000000004,0.9887640449438202,51.53465346534654,2024,5,2,8679.350000000002,409.0,-39.89799198897892,-39.82914571614394
2024-06-01,East,Furniture,1229143.21,160,5294.225,8235.56,0.09245,2,1,1,1,1,286.0,254,374,326.0,17404.3,0.0995,Rainy,0,15356.76,Summer,10588.45,1218554.76,99.13855034028134,614571.605,211.769,1218342.991,99.12132134708696,0.5,0.5,-7121.200000000001,0.7791411042944786,53.625,2024,6,2,8823.708333333334,375.0,-24.951009068152842,-25.124769713969318
2024-07-01,East,Furniture,529518.49,198,2087.175,3251.395,0.16505,2,1,1,0,2,302.0,248,333,290.0,5991.58,0.217,Windy,0,5511.69,Autumn,4174.35,525344.14,99.21167058774472,264759.245,83.48700000000001,525260.653,99.19590399949963,1.0,0.0,-2260.2949999999996,0.8551724137931035,45.75757575757576,2024,7,3,3478.6250000000005,334.0,-56.91970750910302,-56.88729225840803
2024-08-01,East,Furniture,900652.4199999999,140,4646.665,6900.455,0.12955,2,1,1,0,2,298.0,291,417,363.0,17802.17,0.0525,Cloudy,1,19674.63,Autumn,9293.33,891359.09,98.96815577312277,450326.20999999996,185.8666,891173.2234,98.94751888858524,1.0,0.0,-12774.175000000001,0.8016528925619835,63.857142857142854,2024,8,3,7744.441666666667,417.0,70.08894628023282,69.66304601536561
2024-09-01,East,Furniture,2688680.11,242,9168.64,13616.905,0.19924999999999998,2,1,1,0,2,308.0,289,431,375.0,11178.17,0.1883,Rainy,0,11218.57,Autumn,18337.28,2670342.83,99.31798208601322,1344340.055,366.74559999999997,2669976.0844,99.30434172773347,1.0,0.0,2398.335000000001,0.7706666666666667,38.18181818181818,2024,9,3,15281.066666666666,431.0,198.52582975350245,199.6023684613772
2024-10-01,East,Furniture,1447357.87,226,5040.516666666666,7873.533333333333,0.11443333333333335,3,2,1,0,3,324.0,321,364,317.0,4145.29,0.2481,Rainy,1,4284.83,Winter,15121.55,1432236.32,98.95523074745847,482452.62333333335,302.431,1431933.889,98.93433536240764,1.0,0.0,3588.703333333333,1.0,43.008849557522126,2024,10,4,8400.861111111111,365.0,-46.16846144631166,-46.36903688514552
2024-11-01,East,Furniture,2194448.06,240,6605.860000000001,10718.226666666667,0.18186666666666665,3,1,2,1,2,309.0,303,336,293.0,3116.41,0.2074,Windy,1,3247.77,Winter,19817.58,2174630.48,99.0969218929702,731482.6866666666,396.3516,2174234.1284,99.0788603308296,0.6666666666666666,0.3333333333333333,7470.456666666667,1.0,38.625,2024,11,4,11009.766666666668,337.0,51.6175166823116,51.8390021426471
2024-12-01,East,Furniture,1298969.6600000001,134,7288.56,10953.035,0.09815,2,2,0,0,2,291.0,228,256,223.0,5992.36,0.1281,Windy,1,6674.46,Winter,14577.12,1284392.54,98.87779365070004,649484.8300000001,291.54240000000004,1284100.9976000001,98.85534952371404,1.0,0.0,4278.575,1.0,65.14925373134328,2024,12,4,12147.6,256.0,-40.8065434002571,-40.94007720571662
2022-01-01,North,Clothing,299603.73,252,861.2925,1520.5075,0.231325,4,1,3,2,2,319.0,207,293,255.0,2141.99,0.1912,Sunny,1,2262.52,Spring,3445.17,296158.56,98.8500910853146,74900.9325,68.9034,296089.6566,98.82709290702088,0.5,0.5,-742.0125,0.8117647058823529,37.976190476190474,2022,1,1,1435.4875000000002,293.0,,
2022-02-01,North,Clothing,341565.92,267,816.7975,1490.2224999999999,0.192625,4,0,4,0,4,188.0,167,255,222.0,2310.08,0.3464,Sunny,0,2455.0,Spring,3267.19,338298.73,99.0434672171041,85391.48,65.3438,338233.3862,99.02433656144618,1.0,0.0,-964.7775000000001,0.7522522522522522,21.123595505617978,2022,2,1,1361.3291666666667,255.0,14.005897056088056,14.23343526549925
2022-03-01,North,Clothing,172435.47999999998,122,994.645,1723.7350000000001,0.18995,2,1,1,1,1,226.0,185,226,197.0,791.42,0.2674,Sunny,0,703.84,Spring,1989.29,170446.18999999997,98.84635690984244,86217.73999999999,39.7858,170406.40419999996,98.8232840480393,0.5,0.5,1019.8950000000001,0.9390862944162437,55.57377049180328,2022,3,1,1657.7416666666668,227.0,-49.5161929503974,-49.618691958682824
2022-04-01,North,Clothing,293572.89,317,603.9325,1121.205,0.1512,4,2,2,1,3,331.0,185,274,239.0,754.9,0.2526,Sunny,0,813.38,Summer,2415.73,291157.16000000003,99.17712769731565,73393.2225,48.3146,291108.84540000005,99.16067025126198,0.75,0.25,307.82499999999993,0.7740585774058577,31.32492113564669,2022,4,2,1006.5541666666667,275.0,70.25086136565402,70.83210385587147
2022-05-01,North,Clothing,378252.65,297,993.0133333333333,1749.0933333333335,0.2778333333333333,3,0,3,0,3,276.0,223,259,226.0,916.08,0.2912,Rainy,0,889.29,Summer,2979.04,375273.61000000004,99.21242058713932,126084.21666666667,59.5808,375214.02920000005,99.1966689988821,1.0,0.0,859.8033333333335,0.9867256637168141,27.87878787878788,2022,5,2,1655.0222222222224,260.0,28.844543513537644,28.89131853222622
2022-06-01,North,Clothing,119412.8,172,468.43,850.21,0.26215,2,0,2,0,2,367.0,335,387,337.0,1400.56,0.138,Windy,0,1467.64,Summer,936.86,118475.94,99.21544424048344,59706.4,18.7372,118457.2028,99.1997531252931,1.0,0.0,-617.4300000000001,0.9940652818991098,64.01162790697674,2022,6,2,780.7166666666667,388.0,-68.43041284707456,-68.42943131615719
2022-07-01,North,Clothing,541222.78,337,1053.6033333333332,1881.45,0.15646666666666667,3,0,3,1,2,319.0,345,455,396.0,1111.26,0.199,Windy,0,1012.57,Autumn,3160.8099999999995,538061.97,99.41598725759474,180407.59333333335,63.21619999999999,537998.7538,99.40430700274662,0.6666666666666666,0.3333333333333333,868.88,0.8712121212121212,28.397626112759646,2022,7,3,1756.0055555555555,455.0,353.2368221832166,354.17141472464345
2022-08-01,North,Clothing,151919.32,154,891.05,1455.15,0.25575000000000003,2,1,1,1,1,299.0,265,368,320.0,2420.77,0.3031,Cloudy,1,2498.64,Autumn,1782.1,150137.22,98.82694314324209,75959.66,35.641999999999996,150101.578,98.80348200610692,0.5,0.5,-1043.4899999999998,0.828125,58.246753246753244,2022,8,3,1485.0833333333333,368.0,-71.93035370758045,-72.10001381233681
2022-09-01,North,Clothing,504440.55000000005,324,1149.82,2101.91,0.2611,4,3,1,3,1,267.0,194,278,242.0,1104.38,0.161,Sunny,0,1171.01,Autumn,4599.28,499841.27,99.08824141913254,126110.13750000001,91.98559999999999,499749.2844,99.07000624751518,0.25,0.75,930.8999999999999,0.8016528925619835,24.72222222222222,2022,9,3,1916.3666666666666,278.0,232.0450289008666,232.94072657917027
2022-10-01,North,Clothing,244980.18,173,1071.5133333333333,1903.2466666666667,0.2379,3,1,2,1,2,218.0,242,265,231.0,592.13,0.2692,Sunny,1,607.82,Winter,3214.54,241765.63999999998,98.68783670581024,81660.06,64.2908,241701.3492,98.66159343992645,0.6666666666666666,0.3333333333333333,1295.4266666666667,1.0,37.80346820809248,2022,10,4,1785.8555555555556,266.0,-51.435272204028806,-51.6354786800371
2022-11-01,North,Clothing,332263.73,217,1093.77,2001.5549999999998,0.2655,2,1,1,1,1,330.0,324,389,339.0,2608.26,0.271,Cloudy,1,2782.74,Winter,2187.54,330076.19,99.341625401003,166131.865,43.7508,330032.4392,99.32845790902306,0.5,0.5,-781.185,0.9557522123893806,45.6221198156682,2022,11,4,1822.95,390.0,35.62882107442324,36.545551066373626
2022-12-01,North,Clothing,348411.83,311,794.5133333333333,1420.5133333333333,0.20923333333333335,3,1,2,2,1,262.0,306,374,326.0,2606.53,0.3471,Cloudy,1,2481.08,Winter,2383.54,346028.29000000004,99.31588430852076,116137.27666666667,47.6708,345980.6192,99.30220199469116,0.3333333333333333,0.6666666666666666,-1060.5666666666666,0.9386503067484663,25.273311897106108,2022,12,4,1324.1888888888889,375.0,4.860024896488113,4.832306799494757
2023-01-01,North,Clothing,172474.68,122,1056.58,1881.3600000000001,0.24305,2,1,1,0,2,263.0,212,255,222.0,2560.46,0.3093,Cloudy,1,2786.9,Spring,2113.16,170361.52,98.77479987207397,86237.34,42.2632,170319.2568,98.75029586951545,1.0,0.0,-905.54,0.954954954954955,64.67213114754098,2023,1,1,1760.9666666666667,255.0,-50.49689328861193,-50.77202382207888
2023-02-01,North,Clothing,116505.24,109,853.4499999999999,1576.1850000000002,0.15225,2,1,1,1,1,256.0,257,333,290.0,1406.03,0.0672,Cloudy,0,1382.68,Spring,1706.8999999999999,114798.34000000001,98.53491568276243,58252.62,34.138,114764.202,98.50561399641768,0.5,0.5,193.5050000000001,0.8862068965517241,70.45871559633028,2023,2,1,1422.4166666666665,334.0,-32.450815389250174,-32.6181876575685
2023-03-01,North,Clothing,495739.27999999997,313,1054.9850000000001,1753.3975,0.1668,4,1,3,2,2,272.0,147,184,160.0,889.43,0.0796,Cloudy,0,861.54,Spring,4219.9400000000005,491519.33999999997,99.1487581940249,123934.81999999999,84.39880000000001,491434.94119999994,99.13173335790539,0.5,0.5,891.8575000000001,0.91875,26.070287539936103,2023,3,1,1758.3083333333336,184.0,325.5081402347225,328.21274634053566
2023-04-01,North,Clothing,173019.71000000002,138,805.52,1564.1799999999998,0.1643,2,1,1,1,1,306.0,217,289,252.0,1491.18,0.1257,Windy,0,1629.93,Summer,1611.04,171408.67,99.06886909011695,86509.85500000001,32.2208,171376.4492,99.0502464719193,0.5,0.5,-65.75000000000023,0.8611111111111112,66.52173913043478,2023,4,2,1342.5333333333333,290.0,-65.09864822492983,-65.12733734774167
2023-05-01,North,Clothing,263197.52,174,1031.17,1837.845,0.1574,2,1,1,0,2,247.0,245,294,256.0,540.26,0.1669,Cloudy,0,477.8,Summer,2062.34,261135.18000000002,99.21642878701896,131598.76,41.2468,261093.93320000003,99.20075736275935,1.0,0.0,1360.045,0.95703125,42.58620689655172,2023,5,2,1718.6166666666668,294.0,52.119963673502845,52.35111616491586
2023-06-01,North,Clothing,253667.17,183,992.8900000000001,1790.59,0.25065,2,0,2,2,0,382.0,285,357,311.0,2162.33,0.08,Sunny,0,1975.94,Summer,1985.7800000000002,251681.39,99.21717106711128,126833.585,39.7156,251641.67440000002,99.20151448845351,0.0,1.0,-185.35000000000014,0.9163987138263665,62.622950819672134,2023,6,2,1654.8166666666668,358.0,-3.620987766146122,-3.620252176736527
2023-07-01,North,Clothing,233472.73,306,564.3566666666667,954.5333333333333,0.21243333333333334,3,0,3,2,1,360.0,314,368,320.0,2483.51,0.1432,Rainy,0,2255.92,Autumn,1693.0700000000002,231779.66,99.27483179727243,77824.24333333333,33.8614,231745.7986,99.26032843321786,0.3333333333333333,0.6666666666666666,-1301.3866666666668,0.98125,35.294117647058826,2023,7,3,940.5944444444445,368.0,-7.960998658202401,-7.906431177363049
2023-08-01,North,Clothing,285387.98,187,1134.635,2059.335,0.2446,2,0,2,1,1,268.0,232,323,281.0,2177.45,0.1323,Cloudy,1,2227.85,Autumn,2269.27,283118.70999999996,99.20484738004733,142693.99,45.3854,283073.32459999993,99.18894432764827,0.5,0.5,-168.51499999999987,0.8256227758007118,42.99465240641711,2023,8,3,1891.0583333333334,323.0,22.236108688153845,22.14820130939794
2023-09-01,North,Clothing,377098.82,301,822.01,1503.6075,0.19292499999999999,4,0,4,2,2,238.0,198,287,250.0,714.99,0.3399,Rainy,0,683.51,Autumn,3288.04,373810.78,99.12806940101272,94274.705,65.7608,373745.01920000004,99.11063078903297,0.5,0.5,820.0975000000001,0.792,23.72093023255814,2023,9,3,1370.0166666666667,288.0,32.13549498475725,32.03116885991457
2023-10-01,North,Clothing,229769.22999999998,192,959.0099999999999,1597.32,0.2292,3,1,2,2,1,232.0,227,316,275.0,2004.47,0.1204,Cloudy,1,2188.5,Winter,2877.0299999999997,226892.19999999998,98.74786106042136,76589.74333333333,57.5406,226834.65939999997,98.72281828162978,0.3333333333333333,0.6666666666666666,-591.1800000000001,0.8254545454545454,36.25,2023,10,4,1598.35,316.0,-39.069225939237896,-39.30764351441023
2023-11-01,North,Clothing,519706.79,329,1087.9566666666667,2017.6966666666667,0.1945,3,1,2,2,1,227.0,350,408,355.0,1305.82,0.2412,Rainy,1,1447.31,Winter,3263.87,516442.92,99.37197857276408,173235.59666666665,65.2774,516377.64259999996,99.35941814421936,0.3333333333333333,0.6666666666666666,570.3866666666668,0.9859154929577465,20.699088145896656,2023,11,4,1813.2611111111112,408.0,126.18641756339612,127.64494807181129
2023-12-01,North,Clothing,289882.48,218,1045.19,1794.585,0.25085,2,1,1,0,2,358.0,394,439,382.0,986.28,0.0873,Sunny,1,988.37,Winter,2090.38,287792.1,99.27888708555274,144941.24,41.8076,287750.2924,99.2644648272638,1.0,0.0,806.215,1.0,49.26605504587156,2023,12,4,1741.9833333333336,439.0,-44.221917901053395,-44.27522249972795
2024-01-01,North,Clothing,111067.88,93,819.8,1499.28,0.17435,2,1,1,0,2,222.0,197,246,214.0,2561.92,0.213,Cloudy,1,2809.55,Spring,1639.6,109428.28,98.52378563451467,55533.94,32.792,109395.488,98.49426134720495,1.0,0.0,-1310.2700000000002,0.9205607476635514,71.61290322580645,2024,1,1,1366.3333333333333,246.0,-61.68520429382278,-61.98249284559198
2024-02-01,North,Clothing,173154.62,196,659.7366666666667,1131.7233333333334,0.18993333333333332,3,1,2,1,2,353.0,158,228,199.0,1457.22,0.1747,Sunny,0,1329.75,Spring,1979.21,171175.41,98.85696956858558,57718.206666666665,39.5842,171135.8258,98.83410895995729,0.6666666666666666,0.3333333333333333,-198.02666666666664,0.7939698492462312,54.03061224489796,2024,2,1,1099.5611111111111,229.0,55.899815500214814,56.437736993320954
2024-03-01,North,Clothing,364717.12,251,1056.9,1919.5475000000001,0.14285,4,2,2,3,1,248.0,186,271,236.0,2110.89,0.0875,Cloudy,0,2278.59,Spring,4227.6,360489.52,98.84085507145922,91179.28,84.552,360404.968,98.81767217288841,0.25,0.75,-359.0425,0.788135593220339,29.641434262948206,2024,3,1,1761.5000000000002,271.0,110.63089162737904,110.59586227210643
2024-04-01,North,Clothing,298395.19,252,822.5350000000001,1424.6575,0.1399,4,1,3,1,3,220.0,294,326,284.0,1948.03,0.0569,Windy,0,2061.57,Summer,3290.1400000000003,295105.05,98.89738839288931,74598.7975,65.8028,295039.2472,98.87533616074708,0.75,0.25,-636.9125000000001,1.0,26.19047619047619,2024,4,2,1370.8916666666669,327.0,-18.184485005803953,-18.13674244357254
2024-05-01,North,Clothing,416327.31999999995,327,823.9975000000001,1484.4650000000001,0.159325,4,2,2,1,3,201.0,219,297,259.0,1992.4,0.1296,Sunny,0,2078.41,Summer,3295.9900000000002,413031.32999999996,99.20831762854286,104081.82999999999,65.91980000000001,412965.4102,99.19248398111371,0.75,0.25,-593.9449999999997,0.8455598455598455,18.440366972477065,2024,5,2,1373.3291666666669,298.0,39.52212835602342,39.969652891657724
2024-06-01,North,Clothing,449127.06,333,957.7975,1669.135,0.206725,4,2,2,0,4,347.0,344,417,363.0,2355.46,0.2503,Rainy,0,2543.37,Summer,3831.19,445295.87,99.14696967935977,112281.765,76.6238,445219.2462,99.12990907294697,1.0,0.0,-874.2349999999999,0.9476584022038568,31.26126126126126,2024,6,2,1596.3291666666667,417.0,7.8783539835915795,7.810299653033748
2024-07-01,North,Clothing,330665.99,192,1259.375,2166.615,0.2172,2,1,1,0,2,288.0,330,395,344.0,1373.5,0.2964,Windy,0,1462.65,Autumn,2518.75,328147.24,99.23827969123768,165332.995,50.375,328096.865,99.22304528506243,1.0,0.0,703.9649999999997,0.9593023255813954,45.0,2024,7,3,2098.9583333333335,396.0,-26.375847850272038,-26.30667523914424
2024-08-01,North,Clothing,214821.2,250,598.8133333333334,1083.03,0.2215666666666667,3,1,2,1,2,317.0,298,382,333.0,746.2,0.1864,Cloudy,1,797.24,Autumn,1796.44,213024.76,99.16375106367528,71607.06666666667,35.9288,212988.83120000002,99.14702608494879,0.6666666666666666,0.3333333333333333,285.78999999999996,0.8948948948948949,38.04,2024,8,3,998.0222222222224,383.0,-35.0337783453327,-35.083551865087145
2024-09-01,North,Clothing,319989.05,341,612.9225,1124.2325,0.24382500000000001,4,1,3,4,0,292.0,240,319,278.0,1444.32,0.2182,Rainy,0,1576.48,Autumn,2451.69,317537.36,99.23382065730063,79997.2625,49.0338,317488.3262,99.21849707044663,0.0,1.0,-452.24749999999995,0.8633093525179856,25.6891495601173,2024,9,3,1021.5375,320.0,48.955992239127234,49.063368445772284
2024-10-01,North,Clothing,167195.74,162,793.495,1316.35,0.2291,2,2,0,1,1,353.0,200,248,216.0,2396.11,0.3043,Rainy,1,2186.02,Winter,1586.99,165608.75,99.05081911775983,83597.87,31.739800000000002,165577.0102,99.03183550011502,0.5,0.5,-869.6700000000001,0.9259259259259259,65.37037037037037,2024,10,4,1322.4916666666668,248.0,-47.74954330468496,-47.8478430429925
2024-11-01,North,Clothing,549579.84,411,846.0025,1512.43,0.1069,4,2,2,1,3,245.0,250,346,301.0,2363.34,0.2374,Windy,1,2537.4,Winter,3384.01,546195.83,99.38425507020054,137394.96,67.6802,546128.1498,99.37194017160455,0.75,0.25,-1024.97,0.8305647840531561,17.88321167883212,2024,11,4,1410.0041666666668,346.0,228.7044514411671,229.8333199399684
2024-12-01,North,Clothing,457372.73,334,920.7599999999999,1620.8933333333334,0.1542333333333333,3,0,3,2,1,291.0,307,432,376.0,1872.51,0.22,Windy,1,1998.06,Winter,2762.2799999999997,454610.44999999995,99.39605494188514,152457.57666666666,55.245599999999996,454555.20439999993,99.38397604072283,0.3333333333333333,0.6666666666666666,-377.1666666666665,0.8164893617021277,26.137724550898206,2024,12,4,1534.6,432.0,-16.777746068705866,-16.767666239789214
2022-01-01,North,Electronics,588471.16,105,4543.6849999999995,6280.135,0.12085,2,1,1,0,2,299.0,252,277,241.0,13511.17,0.0402,Sunny,1,11925.65,Spring,9087.369999999999,579383.79,98.45576629447737,294235.58,181.74739999999997,579202.0426,98.42488162036692,1.0,0.0,-5645.514999999999,1.0,85.42857142857143,2022,1,1,7572.8083333333325,277.0,,
2022-02-01,North,Electronics,1235497.3599999999,138,6746.66,9591.93,0.1439,2,0,2,2,0,254.0,157,225,196.0,4982.06,0.1997,Sunny,0,5474.11,Spring,13493.32,1222004.0399999998,98.90786330777752,617748.6799999999,269.8664,1221734.1735999999,98.88602057393308,0.0,1.0,4117.820000000001,0.8010204081632653,55.21739130434783,2022,2,1,11244.433333333334,225.0,109.95036698145068,110.93402366395586
2022-03-01,North,Electronics,1237069.62,195,5657.639999999999,7733.693333333334,0.13313333333333333,3,0,3,1,2,231.0,168,195,170.0,19999.11,0.1105,Sunny,0,22339.82,Spring,16972.92,1220096.7000000002,98.62797374330476,412356.54000000004,339.4584,1219757.2416000003,98.60053321817087,0.6666666666666666,0.3333333333333333,-14606.126666666667,0.9882352941176471,35.53846153846154,2022,3,1,9429.4,195.0,0.12725725290099188,-0.1618135960111733
2022-04-01,North,Electronics,1869123.12,175,8356.6,11303.946666666665,0.08376666666666666,3,1,2,1,2,263.0,302,355,309.0,13620.81,0.0753,Sunny,0,12937.15,Summer,25069.800000000003,1844053.32,98.65874004062397,623041.04,501.3960000000001,1843551.924,98.63191484143645,0.6666666666666666,0.3333333333333333,-1633.2033333333347,0.9773462783171522,45.08571428571429,2022,4,2,13927.666666666668,355.0,51.09279944971892,51.14088780335877
2022-05-01,North,Electronics,3313052.57,315,8147.817499999999,11577.9275,0.0814,4,1,3,1,3,198.0,281,335,292.0,15698.73,0.1667,Rainy,0,15726.0,Summer,32591.269999999997,3280461.3,99.01627670218345,828263.1425,651.8254,3279809.4746,98.99660223622712,0.75,0.25,-4148.0725,0.9623287671232876,18.857142857142858,2022,5,2,13579.695833333333,336.0,77.25170346188857,77.90708424874285
