Product_ID,Sale_Date,Region,Product_Category,Quantity_Sold,Unit_Cost,Unit_Price,Discount,Sales_Amount,Sales_Channel,Customer_Type
P010301,2022-07-15,North,Electronics,76,3590.9,5264.05,0.0701,372024.48,Online,New
P010302,2022-07-15,North,Food,98,394.96,661.47,0.0589,61004.14,Retail,New
P010303,2022-07-15,North,Food,74,358.66,630.22,0.1171,41173.59,Retail,Returning
P010304,2022-07-15,North,Food,98,141.32,229.08,0.1474,19141.64,Retail,Returning
P010305,2022-07-15,North,Food,78,363.95,632.36,0.1217,43319.44,Online,Returning
P010306,2022-07-15,North,Furniture,65,10663.67,17659.03,0.0872,1047722.12,Retail,New
P010307,2022-07-15,North,Furniture,89,2346.32,3802.58,0.1493,287904.94,Retail,Returning
P010308,2022-07-15,North,Furniture,74,9537.89,13775.2,0.172,843988.22,Retail,Returning
P010309,2022-07-15,South,Clothing,100,639.29,1045.92,0.0609,98223.87,Online,New
P010310,2022-07-15,South,Clothing,126,1244.55,2452.94,0.1614,259197.94,Online,New
P010311,2022-07-15,South,Clothing,105,1323.71,2166.57,0.2359,173822.39,Retail,New
P010312,2022-07-15,South,Electronics,93,7344.24,9968.02,0.183,757406.29,Retail,New
P010313,2022-07-15,South,Electronics,100,7444.31,9922.11,0.1542,839172.76,Retail,New
P010314,2022-07-15,South,Electronics,99,10504.27,13818.02,0.1261,1195473.13,Retail,New
P010315,2022-07-15,South,Food,100,59.92,100.08,0.0743,9264.35,Online,Returning
P010316,2022-07-15,South,Food,115,295.3,517.88,0.0496,56604.68,Retail,Returning
P010317,2022-07-15,South,Furniture,41,2358.12,3624.6,0.1469,126772.06,Online,Returning
P010318,2022-07-15,South,Furniture,102,10424.74,16704.57,0.1425,1461135.19,Retail,New
P010319,2022-07-15,South,Furniture,60,6881.28,11319.6,0.1418,582836.24,Online,Returning
P010320,2022-07-15,West,Clothing,98,1346.56,2445.55,0.2775,173150.83,Online,New
P010321,2022-07-15,West,Clothing,81,1435.97,2615.85,0.2752,153569.36,Retail,Returning
P010322,2022-07-15,West,Clothing,112,412.98,720.12,0.1347,69787.54,Retail,Returning
P010323,2022-07-15,West,Clothing,86,776.86,1284.63,0.1823,90335.81,Online,New
P010324,2022-07-15,West,Electronics,90,9508.71,13670.52,0.1656,1026545.27,Retail,New
P010325,2022-07-15,West,Electronics,76,11046.69,16372.44,0.0838,1139971.25,Retail,Returning
P010326,2022-07-15,West,Food,84,125.98,201.86,0.0978,15298.64,Retail,Returning
P010327,2022-07-15,West,Food,81,190.92,323.72,0.1458,22397.99,Retail,New
P010328,2022-07-15,West,Food,70,382.88,590.51,0.1485,35197.67,Retail,New
P010329,2022-07-15,West,Furniture,64,11787.72,18841.5,0.076,1114252.99,Retail,New
P010330,2022-07-15,West,Furniture,69,1808.32,2983.95,0.092,186960.35,Retail,New
P010331,2022-07-15,West,Furniture,63,11141.18,15924.45,0.2019,800669.64,Retail,Returning
P010332,2022-08-15,East,Clothing,81,729.36,1311.32,0.2985,74514.11,Retail,Returning
P010333,2022-08-15,East,Clothing,89,420.76,717.97,0.0926,57983.13,Retail,Returning
P010334,2022-08-15,East,Electronics,99,9979.11,13790.54,0.1281,1190329.04,Retail,New
P010335,2022-08-15,East,Electronics,97,2404.5,3527.41,0.0481,325708.47,Online,New
P010336,2022-08-15,East,Electronics,84,10861.7,14194.04,0.1414,1023710.66,Retail,New
P010337,2022-08-15,East,Food,87,145.69,211.34,0.0595,17292.41,Retail,Returning
P010338,2022-08-15,East,Food,78,442.04,744.9,0.1225,50984.99,Retail,Returning
P010339,2022-08-15,East,Food,109,302.2,445.9,0.0781,44806.22,Retail,Returning
P010340,2022-08-15,East,Food,93,295.99,462.26,0.147,36671.2,Online,Returning
P010341,2022-08-15,East,Furniture,73,11645.56,16705.67,0.1915,985931.34,Retail,Returning
P010342,2022-08-15,East,Furniture,103,8842.81,14636.91,0.2464,1136189.54,Retail,Returning
P010343,2022-08-15,East,Furniture,118,8168.44,12534.06,0.0937,1340452.32,Online,New
P010344,2022-08-15,North,Clothing,95,590.27,958.88,0.1906,73728.19,Online,New
P010345,2022-08-15,North,Clothing,59,1191.83,1951.42,0.3209,78191.13,Retail,Returning
P010346,2022-08-15,North,Electronics,94,6425.28,9875.19,0.1364,801605.45,Online,Returning
P010347,2022-08-15,North,Electronics,77,5481.1,8117.31,0.1275,545360.49,Retail,New
P010348,2022-08-15,North,Electronics,68,4862.93,6792.27,0.1554,390105.53,Retail,New
P010349,2022-08-15,North,Food,84,61.31,101.92,0.0307,8298.35,Retail,Returning
P010350,2022-08-15,North,Food,105,111.89,173.32,0.0414,17444.46,Retail,Returning
P010351,2022-08-15,North,Furniture,71,9760.88,16553.84,0.1025,1054810.79,Online,Returning
P010352,2022-08-15,North,Furniture,77,11830.32,17489.68,0.1314,1169755.91,Retail,New
P010353,2022-08-15,North,Furniture,68,6431.24,9869.66,0.1446,574094.53,Retail,Returning
P010354,2022-08-15,South,Clothing,96,869.15,1592.89,0.2111,120636.58,Online,Returning
P010355,2022-08-15,South,Clothing,96,826.25,1403.51,0.169,111961.49,Online,New
P010356,2022-08-15,South,Electronics,86,5699.31,8486.83,0.1204,642011.87,Online,Returning
P010357,2022-08-15,South,Electronics,98,2583.1,3580.6,0.188,284929.2,Online,Returning
P010358,2022-08-15,South,Food,68,234.96,406.58,0.1128,24528.27,Retail,Returning
P010359,2022-08-15,South,Food,105,419.54,604.35,0.1027,56937.38,Online,New
P010360,2022-08-15,South,Food,88,76.79,125.41,0.1093,9830.17,Retail,Returning
P010361,2022-08-15,South,Food,79,104.46,164.43,0.1177,11461.56,Online,New
P010362,2022-08-15,South,Furniture,96,9373.43,14275.08,0.1792,1124803.97,Retail,Returning
P010363,2022-08-15,South,Furniture,88,2958.15,4232.75,0.0809,342361.67,Online,Returning
P010364,2022-08-15,South,Furniture,88,9280.3,14470.75,0.2158,998616.31,Retail,New
P010365,2022-08-15,South,Furniture,112,5693.37,9548.59,0.2116,843143.43,Online,Returning
P010366,2022-08-15,West,Clothing,68,380.86,670.11,0.3056,31644.28,Retail,Returning
P010367,2022-08-15,West,Clothing,76,1008.34,1715.66,0.1653,108840.03,Retail,Returning
P010368,2022-08-15,West,Electronics,91,7602.81,10258.34,0.129,813110.53,Retail,Returning
P010369,2022-08-15,West,Electronics,47,6869.19,8976.11,0.1032,378343.7,Online,Returning
P010370,2022-08-15,West,Food,98,475.99,737.18,0.0872,65940.85,Retail,New
P010371,2022-08-15,West,Food,71,431.21,694.23,0.1294,42910.97,Retail,Returning
P010372,2022-08-15,West,Furniture,72,8726.88,12554.24,0.1471,770924.56,Retail,Returning
P010373,2022-08-15,West,Furniture,64,1909.46,2682.02,0.1276,149747.16,Online,New
P010374,2022-08-15,West,Furniture,70,9440.24,14511.0,0.1078,906219.97,Retail,Returning
P010375,2022-08-15,West,Furniture,75,10180.43,17307.18,0.1077,1158263.98,Retail,Returning
P010376,2022-09-15,East,Clothing,127,1464.89,2781.06,0.344,231683.85,Online,New
P010377,2022-09-15,East,Clothing,60,1306.26,2283.64,0.298,96180.7,Retail,New
P010378,2022-09-15,East,Electronics,58,6451.82,8617.5,0.1943,402705.62,Retail,New
P010379,2022-09-15,East,Electronics,99,7772.57,11156.32,0.1131,979545.74,Retail,Returning
P010380,2022-09-15,East,Food,81,330.53,536.19,0.1007,39058.49,Online,Returning
P010381,2022-09-15,East,Food,68,294.36,445.33,0.1453,25881.85,Retail,Returning
P010382,2022-09-15,East,Food,82,290.02,498.37,0.037,39355.25,Retail,New
P010383,2022-09-15,East,Furniture,109,1861.84,3156.9,0.2398,261578.79,Retail,New
P010384,2022-09-15,East,Furniture,154,9423.52,14582.89,0.1105,1997631.44,Retail,Returning
P010385,2022-09-15,East,Furniture,86,7860.43,13204.01,0.1225,996493.47,Retail,Returning
P010386,2022-09-15,North,Clothing,84,789.1,1513.42,0.2794,91613.35,Online,New
P010387,2022-09-15,North,Clothing,77,1324.75,2355.54,0.3041,126221.53,Retail,New
P010388,2022-09-15,North,Clothing,85,1360.16,2422.98,0.2031,164117.92,Online,Returning
P010389,2022-09-15,North,Clothing,78,1125.27,2115.7,0.2578,122487.75,Online,New
P010390,2022-09-15,North,Electronics,74,6334.3,9281.35,0.1199,604499.08,Retail,New
P010391,2022-09-15,North,Electronics,70,2073.66,3156.9,0.1697,183476.29,Retail,Returning
P010392,2022-09-15,North,Electronics,61,11100.45,14311.06,0.0978,787556.82,Retail,New
P010393,2022-09-15,North,Food,90,206.97,305.39,0.1251,24047.3,Retail,New
P010394,2022-09-15,North,Food,76,479.8,771.15,0.0589,55152.82,Retail,Returning
P010395,2022-09-15,North,Food,63,72.6,106.24,0.0724,6208.72,Online,New
P010396,2022-09-15,North,Food,88,176.45,299.46,0.1408,22642.01,Retail,Returning
P010397,2022-09-15,North,Furniture,88,7264.29,10627.48,0.0567,882159.81,Online,Returning
P010398,2022-09-15,North,Furniture,89,9475.92,13770.7,0.194,987878.76,Retail,Returning
P010399,2022-09-15,South,Clothing,100,590.32,1108.04,0.2968,77921.79,Retail,Returning
P010400,2022-09-15,South,Clothing,83,924.2,1544.75,0.2826,91980.23,Online,New
P010401,2022-09-15,South,Clothing,57,1055.47,1730.5,0.2746,71553.19,Retail,New
P010402,2022-09-15,South,Electronics,86,12179.22,17784.22,0.1309,1329250.46,Retail,New
P010403,2022-09-15,South,Electronics,97,14225.83,18254.02,0.1883,1437315.57,Retail,New
P010404,2022-09-15,South,Electronics,55,9344.8,14041.8,0.1272,674056.92,Retail,Returning
P010405,2022-09-15,South,Food,66,359.16,573.94,0.0704,35213.68,Retail,Returning
P010406,2022-09-15,South,Food,86,51.96,77.6,0.1127,5921.78,Retail,Returning
P010407,2022-09-15,South,Furniture,101,11411.81,16871.0,0.1451,1456756.54,Retail,Returning
P010408,2022-09-15,South,Furniture,99,2600.48,4029.6,0.127,348256.58,Online,Returning
P010409,2022-09-15,South,Furniture,117,9593.2,13391.08,0.2218,1219263.16,Online,Returning
P010410,2022-09-15,South,Furniture,106,5865.87,9491.53,0.1242,881111.53,Retail,Returning
P010411,2022-09-15,West,Clothing,81,1029.3,1776.89,0.091,130833.75,Retail,Returning
P010412,2022-09-15,West,Clothing,58,678.75,1257.15,0.1685,60625.47,Retail,New
P010413,2022-09-15,West,Clothing,81,741.34,1216.48,0.0835,90311.76,Retail,New
P010414,2022-09-15,West,Clothing,68,1302.58,2117.06,0.1637,120389.96,Retail,Returning
P010415,2022-09-15,West,Electronics,57,13778.86,18390.21,0.1532,887624.62,Retail,New
P010416,2022-09-15,West,Electronics,59,7169.42,10563.75,0.1073,556363.0,Online,Returning
P010417,2022-09-15,West,Food,61,57.63,97.18,0.1249,5187.62,Online,New
P010418,2022-09-15,West,Food,39,57.9,88.81,0.1205,3046.14,Retail,New
P010419,2022-09-15,West,Food,75,184.91,304.52,0.1466,19489.93,Retail,New
P010420,2022-09-15,West,Furniture,79,10212.51,16165.44,0.1082,1138854.11,Retail,Returning
P010421,2022-09-15,West,Furniture,80,11342.47,17944.03,0.1447,1227830.44,Online,Returning
P010422,2022-09-15,West,Furniture,118,7613.19,12957.38,0.0978,1379389.41,Retail,Returning
P010423,2022-09-15,West,Furniture,92,9657.74,14086.25,0.1951,1043064.85,Retail,Returning
P010424,2022-10-15,East,Clothing,86,1237.59,2262.54,0.0941,176270.75,Retail,Returning
P010425,2022-10-15,East,Clothing,96,611.89,1067.29,0.3252,69135.46,Online,Returning
P010426,2022-10-15,East,Electronics,96,2788.18,4051.78,0.1473,331668.86,Online,New
P010427,2022-10-15,East,Electronics,108,7403.35,9954.07,0.1594,903694.68,Online,Returning
P010428,2022-10-15,East,Electronics,101,14510.03,20805.27,0.1879,1706550.6,Online,Returning
P010429,2022-10-15,East,Electronics,120,9291.37,13954.79,0.1118,1487312.83,Retail,Returning
P010430,2022-10-15,East,Food,88,491.54,832.57,0.131,63668.69,Online,Returning
P010431,2022-10-15,East,Food,92,317.1,464.04,0.1009,38384.16,Retail,New
P010432,2022-10-15,East,Furniture,104,9187.29,13827.44,0.1897,1165309.59,Retail,Returning
P010433,2022-10-15,East,Furniture,94,10469.33,17113.77,0.112,1428520.62,Online,Returning
P010434,2022-10-15,East,Furniture,101,9704.16,16425.77,0.2027,1322696.73,Retail,Returning
P010435,2022-10-15,East,Furniture,112,5458.35,8548.41,0.211,755453.33,Online,Returning
P010436,2022-10-15,North,Clothing,60,917.62,1753.55,0.1261,91940.94,Retail,New
P010437,2022-10-15,North,Clothing,46,1381.66,2314.79,0.347,69528.96,Retail,Returning
P010438,2022-10-15,North,Clothing,67,915.26,1641.4,0.2406,83510.28,Online,Returning
P010439,2022-10-15,North,Electronics,73,5263.02,7462.65,0.091,495221.6,Retail,New
P010440,2022-10-15,North,Electronics,60,4490.71,6812.88,0.0473,389435.41,Online,New
P010441,2022-10-15,North,Food,76,116.68,193.39,0.0492,13974.14,Retail,Returning
P010442,2022-10-15,North,Food,73,303.5,478.55,0.0624,32753.61,Retail,Returning
P010443,2022-10-15,North,Furniture,86,10871.86,16579.9,0.2061,1132037.84,Retail,Returning
P010444,2022-10-15,North,Furniture,96,3649.14,5759.26,0.0872,504661.88,Online,New
P010445,2022-10-15,North,Furniture,77,2224.58,3752.07,0.1514,245173.25,Retail,Returning
P010446,2022-10-15,South,Clothing,61,698.63,1306.23,0.2813,57263.05,Retail,Returning
P010447,2022-10-15,South,Clothing,81,638.97,1132.94,0.0613,86145.45,Online,Returning
P010448,2022-10-15,South,Clothing,64,300.01,531.01,0.2068,26958.41,Retail,New
P010449,2022-10-15,South,Clothing,60,301.77,568.1,0.3401,22494.88,Online,Returning
P010450,2022-10-15,South,Electronics,79,7407.27,10907.5,0.1336,746538.08,Online,New
P010451,2022-10-15,South,Electronics,78,14994.07,20596.01,0.0675,1498078.09,Retail,Returning
P010452,2022-10-15,South,Electronics,94,3944.82,5390.96,0.1005,455842.38,Online,Returning
P010453,2022-10-15,South,Electronics,66,8264.28,11249.99,0.1914,600410.39,Retail,New
P010454,2022-10-15,South,Food,93,96.13,154.24,0.0862,13108.28,Retail,Returning
P010455,2022-10-15,South,Food,81,371.45,589.76,0.1397,41095.94,Retail,Returning
P010456,2022-10-15,South,Furniture,86,5118.34,7189.05,0.0604,580928.46,Retail,New
P010457,2022-10-15,South,Furniture,85,2748.18,4485.2,0.1842,311013.32,Retail,Returning
P010458,2022-10-15,South,Furniture,104,4775.83,7376.63,0.1513,651070.43,Online,Returning
P010459,2022-10-15,West,Clothing,61,313.7,587.67,0.3411,23620.87,Retail,New
P010460,2022-10-15,West,Clothing,92,1145.85,2193.34,0.2139,158618.97,Retail,New
P010461,2022-10-15,West,Clothing,65,1260.0,2291.92,0.169,123802.87,Online,Returning
P010462,2022-10-15,West,Clothing,70,488.73,846.24,0.137,51120.78,Retail,New
P010463,2022-10-15,West,Electronics,91,9432.7,14084.83,0.184,1045838.8,Online,Returning
P010464,2022-10-15,West,Electronics,63,2673.87,3779.99,0.0789,219350.82,Retail,New
P010465,2022-10-15,West,Electronics,58,11525.09,15827.03,0.0416,879761.9,Retail,New
P010466,2022-10-15,West,Electronics,76,7625.97,11072.33,0.0865,768692.83,Retail,Returning
P010467,2022-10-15,West,Food,63,380.07,561.43,0.1215,31071.63,Retail,Returning
P010468,2022-10-15,West,Food,78,495.66,765.34,0.1424,51198.04,Online,Returning
P010469,2022-10-15,West,Food,71,490.53,793.56,0.0447,53825.63,Retail,New
P010470,2022-10-15,West,Furniture,52,5674.93,8381.45,0.0911,396145.34,Online,Returning
P010471,2022-10-15,West,Furniture,77,11669.64,18462.86,0.0654,1328670.92,Online,Returning
P010472,2022-11-15,East,Clothing,116,816.45,1527.16,0.1874,143951.23,Retail,Returning
P010473,2022-11-15,East,Clothing,101,747.91,1363.38,0.1852,112198.39,Retail,Returning
P010474,2022-11-15,East,Clothing,146,930.91,1591.69,0.0506,220627.01,Online,Returning
P010475,2022-11-15,East,Clothing,99,308.02,584.63,0.2376,44128.55,Retail,New
P010476,2022-11-15,East,Electronics,131,2200.13,3131.27,0.073,380241.17,Online,Returning
P010477,2022-11-15,East,Electronics,122,4451.03,6446.37,0.1961,632240.27,Online,New
P010478,2022-11-15,East,Food,102,197.17,340.08,0.031,33614.5,Retail,Returning
P010479,2022-11-15,East,Food,101,247.27,434.91,0.0498,41738.27,Retail,Returning
P010480,2022-11-15,East,Food,82,365.39,550.02,0.105,40364.94,Online,Returning
P010481,2022-11-15,East,Furniture,51,5408.1,8102.64,0.227,319433.42,Retail,Returning
P010482,2022-11-15,East,Furniture,54,4474.7,7333.58,0.1295,344733.67,Retail,New
P010483,2022-11-15,East,Furniture,80,9592.8,14653.22,0.0912,1065297.0,Retail,New
P010484,2022-11-15,North,Clothing,130,1374.42,2556.31,0.2862,237205.04,Online,Returning
P010485,2022-11-15,North,Clothing,87,813.12,1446.8,0.2448,95058.69,Retail,New
P010486,2022-11-15,North,Electronics,112,8501.04,12580.07,0.1318,1223261.02,Retail,Returning
P010487,2022-11-15,North,Electronics,86,2368.05,3123.0,0.0778,247688.89,Retail,New
P010488,2022-11-15,North,Electronics,128,7314.1,11108.13,0.049,1352142.63,Retail,Returning
P010489,2022-11-15,North,Food,84,416.36,690.84,0.0344,56036.59,Online,New
P010490,2022-11-15,North,Food,63,162.48,260.75,0.0896,14954.96,Retail,Returning
P010491,2022-11-15,North,Food,63,188.51,326.57,0.1439,17614.23,Retail,Returning
P010492,2022-11-15,North,Food,80,277.54,483.23,0.1339,33481.42,Retail,Returning
P010493,2022-11-15,North,Furniture,55,6976.79,11450.95,0.2269,486915.48,Retail,Returning
P010494,2022-11-15,North,Furniture,33,5852.42,8188.16,0.1092,240705.65,Retail,Returning
P010495,2022-11-15,North,Furniture,52,6638.45,10144.74,0.1981,423010.25,Retail,Returning
P010496,2022-11-15,South,Clothing,132,656.14,1190.83,0.1536,133050.26,Retail,New
P010497,2022-11-15,South,Clothing,100,1061.57,1942.21,0.0855,177610.64,Online,New
P010498,2022-11-15,South,Clothing,127,500.32,854.41,0.1303,94373.7,Retail,Returning
P010499,2022-11-15,South,Electronics,105,7405.08,10219.78,0.122,942210.91,Retail,Returning
P010500,2022-11-15,South,Electronics,122,4232.02,5924.96,0.1,650537.14,Retail,New
P010501,2022-11-15,South,Food,106,273.07,474.75,0.0771,46444.83,Retail,Returning
P010502,2022-11-15,South,Food,100,101.43,170.88,0.1083,15238.15,Retail,Returning
P010503,2022-11-15,South,Furniture,95,7387.12,11744.14,0.1877,906248.05,Online,New
P010504,2022-11-15,South,Furniture,81,9096.16,14199.59,0.2172,900323.51,Retail,New
P010505,2022-11-15,South,Furniture,80,9811.36,15059.47,0.0867,1100319.02,Retail,Returning
P010506,2022-11-15,South,Furniture,71,6396.25,9072.87,0.1276,561999.76,Retail,Returning
P010507,2022-11-15,West,Clothing,107,1478.05,2634.14,0.204,224351.82,Retail,New
P010508,2022-11-15,West,Clothing,95,1431.06,2340.38,0.1839,181444.79,Retail,Returning
P010509,2022-11-15,West,Electronics,96,6803.27,8658.44,0.0895,756825.0,Retail,Returning
P010510,2022-11-15,West,Electronics,89,12807.78,19158.53,0.0935,1545765.23,Online,New
P010511,2022-11-15,West,Electronics,104,9553.2,13176.72,0.1232,1201595.69,Retail,Returning
P010512,2022-11-15,West,Electronics,110,10807.15,15912.24,0.0325,1693483.63,Online,Returning
P010513,2022-11-15,West,Food,65,450.68,757.15,0.1381,42419.48,Retail,Returning
P010514,2022-11-15,West,Food,63,344.36,593.86,0.0952,33849.51,Retail,Returning
P010515,2022-11-15,West,Food,85,171.92,258.7,0.0608,20652.44,Online,New
P010516,2022-11-15,West,Food,65,241.18,417.37,0.0859,24798.12,Retail,Returning
P010517,2022-11-15,West,Furniture,87,4355.43,7010.64,0.1028,547217.9,Retail,Returning
P010518,2022-11-15,West,Furniture,49,4907.37,7255.79,0.0882,324180.91,Retail,New
P010519,2022-12-15,East,Clothing,142,1232.15,2360.54,0.1885,272026.78,Retail,Returning
P010520,2022-12-15,East,Clothing,129,1228.4,2320.71,0.0952,270876.78,Online,Returning
P010521,2022-12-15,East,Clothing,109,1366.16,2618.59,0.239,217206.16,Retail,Returning
P010522,2022-12-15,East,Clothing,125,814.78,1378.92,0.2043,137158.01,Retail,New
P010523,2022-12-15,East,Electronics,165,12565.28,18319.1,0.1944,2434942.95,Retail,Returning
P010524,2022-12-15,East,Electronics,140,14136.42,20983.79,0.1446,2512864.12,Retail,New
P010525,2022-12-15,East,Electronics,137,6135.36,9381.73,0.1816,1051898.48,Retail,Returning
P010526,2022-12-15,East,Electronics,144,2178.08,2793.31,0.0831,368821.06,Online,New
P010527,2022-12-15,East,Food,121,52.41,91.2,0.0739,10219.57,Retail,Returning
P010528,2022-12-15,East,Food,101,81.2,133.51,0.1153,11929.92,Retail,Returning
P010529,2022-12-15,East,Food,120,440.78,688.21,0.0683,76944.81,Retail,Returning
P010530,2022-12-15,East,Food,112,261.18,413.13,0.0842,42372.4,Retail,Returning
P010531,2022-12-15,East,Furniture,96,10244.73,15442.44,0.2227,1152285.24,Online,Returning
P010532,2022-12-15,East,Furniture,103,8132.26,11481.62,0.1789,971095.82,Retail,Returning
P010533,2022-12-15,East,Furniture,84,3643.75,5130.86,0.1659,359470.99,Retail,Returning
P010534,2022-12-15,East,Furniture,76,2136.35,3434.13,0.055,246640.73,Retail,Returning
P010535,2022-12-15,North,Clothing,94,943.12,1693.71,0.1706,132053.41,Online,Returning
P010536,2022-12-15,North,Clothing,87,632.42,1234.27,0.225,83224.97,Online,New
P010537,2022-12-15,North,Clothing,130,808.0,1333.56,0.2321,133133.45,Retail,Returning
P010538,2022-12-15,North,Electronics,106,9758.09,13665.64,0.196,1164710.01,Retail,Returning
P010539,2022-12-15,North,Electronics,143,3627.87,4774.84,0.0668,637218.55,Retail,Returning
P010540,2022-12-15,North,Electronics,116,10046.89,15305.6,0.1619,1487995.38,Retail,Returning
P010541,2022-12-15,North,Food,85,433.65,754.61,0.0311,62149.32,Retail,New
P010542,2022-12-15,North,Food,91,144.86,219.23,0.081,18333.97,Online,New
P010543,2022-12-15,North,Furniture,64,11845.69,17134.4,0.0729,1016674.2,Online,New
P010544,2022-12-15,North,Furniture,47,3676.37,5847.19,0.0939,249001.05,Retail,Returning
P010545,2022-12-15,North,Furniture,48,3286.21,5499.32,0.2054,209758.99,Online,Returning
P010546,2022-12-15,North,Furniture,81,4349.34,6200.25,0.2159,393809.68,Online,Returning
P010547,2022-12-15,South,Clothing,148,906.61,1515.73,0.2372,171117.92,Online,Returning
P010548,2022-12-15,South,Clothing,108,398.73,711.91,0.1419,65972.82,Retail,Returning
P010549,2022-12-15,South,Clothing,91,1100.65,2090.96,0.3087,131545.9,Retail,Returning
P010550,2022-12-15,South,Electronics,134,9313.22,13729.96,0.1899,1490487.09,Retail,Returning
P010551,2022-12-15,South,Electronics,129,9274.53,13470.05,0.1419,1491111.05,Online,Returning
P010552,2022-12-15,South,Electronics,148,3602.02,5243.06,0.1007,697798.28,Retail,Returning
P010553,2022-12-15,South,Electronics,134,8631.93,12655.68,0.1172,1497118.68,Retail,Returning
P010554,2022-12-15,South,Food,112,469.55,787.57,0.0563,83240.07,Retail,Returning
P010555,2022-12-15,South,Food,105,456.44,745.47,0.095,70841.03,Retail,Returning
P010556,2022-12-15,South,Food,104,403.54,613.74,0.1421,54761.76,Retail,Returning
P010557,2022-12-15,South,Food,120,201.94,354.68,0.0233,41570.32,Online,Returning
P010558,2022-12-15,South,Furniture,66,7683.8,12509.37,0.1747,681386.69,Retail,New
P010559,2022-12-15,South,Furniture,77,4286.39,6716.1,0.0899,470648.37,Online,New
P010560,2022-12-15,South,Furniture,86,11459.28,19341.51,0.172,1377289.38,Retail,Returning
P010561,2022-12-15,South,Furniture,90,6885.68,11108.44,0.237,762781.93,Retail,Returning
P010562,2022-12-15,West,Clothing,110,504.85,823.39,0.1113,80489.37,Retail,Returning
P010563,2022-12-15,West,Clothing,76,911.82,1641.7,0.0651,116650.35,Online,Returning
P010564,2022-12-15,West,Clothing,107,825.81,1587.3,0.0982,153162.22,Online,New
P010565,2022-12-15,West,Electronics,108,12053.95,18276.09,0.0622,1851137.68,Retail,Returning
P010566,2022-12-15,West,Electronics,143,9940.02,13080.62,0.0394,1796756.94,Online,Returning
P010567,2022-12-15,West,Food,106,304.6,529.19,0.0704,52148.06,Online,New
P010568,2022-12-15,West,Food,83,422.09,678.68,0.1208,49526.69,Online,Returning
P010569,2022-12-15,West,Furniture,46,1935.74,3082.67,0.1695,117773.0,Retail,New
P010570,2022-12-15,West,Furniture,31,4604.37,7307.51,0.1699,188039.16,Retail,New
P010571,2022-12-15,West,Furniture,66,6284.0,10087.17,0.1586,560162.17,Retail,Returning
P010572,2022-12-15,West,Furniture,77,9842.05,14578.24,0.0785,1034461.23,Online,Returning
P010573,2023-01-15,East,Clothing,63,1422.58,2399.7,0.1618,126727.22,Retail,New
P010574,2023-01-15,East,Clothing,71,410.83,689.63,0.2286,37772.15,Online,Returning
P010575,2023-01-15,East,Electronics,34,13761.96,19835.18,0.0764,622860.85,Online,New
P010576,2023-01-15,East,Electronics,95,3492.36,5321.06,0.1633,422944.97,Online,Returning
P010577,2023-01-15,East,Electronics,77,13129.72,17855.05,0.1588,1156556.93,Online,New
P010578,2023-01-15,East,Food,103,248.03,415.07,0.1422,36671.94,Retail,New
P010579,2023-01-15,East,Food,92,268.62,396.86,0.1087,32543.11,Retail,New
P010580,2023-01-15,East,Furniture,75,6055.36,8755.84,0.0733,608542.18,Retail,Returning
P010581,2023-01-15,East,Furniture,63,8415.94,14170.62,0.2142,701525.38,Retail,Returning
P010582,2023-01-15,East,Furniture,59,10933.06,16605.68,0.1154,866714.12,Retail,Returning
P010583,2023-01-15,East,Furniture,63,2746.45,4666.15,0.0929,266646.09,Online,Returning
P010584,2023-01-15,North,Clothing,67,1139.65,2099.34,0.309,97187.66,Retail,Returning
P010585,2023-01-15,North,Clothing,55,973.51,1663.38,0.1771,75287.02,Retail,New
P010586,2023-01-15,North,Electronics,70,7606.04,10323.72,0.0386,694794.94,Retail,New
P010587,2023-01-15,North,Electronics,63,9981.61,13283.53,0.1282,729579.06,Online,Returning
P010588,2023-01-15,North,Electronics,85,12669.05,17656.32,0.0896,1366258.11,Online,New
P010589,2023-01-15,North,Food,68,425.57,661.61,0.1387,38750.71,Retail,New
P010590,2023-01-15,North,Food,65,112.82,183.27,0.119,10494.54,Online,New
P010591,2023-01-15,North,Furniture,66,11304.37,18166.11,0.1563,1011547.73,Online,Returning
P010592,2023-01-15,North,Furniture,54,5781.36,8353.93,0.1813,369333.73,Retail,New
P010593,2023-01-15,South,Clothing,73,914.76,1736.66,0.0632,118762.38,Retail,Returning
P010594,2023-01-15,South,Clothing,65,577.78,1077.72,0.3321,46790.68,Retail,Returning
P010595,2023-01-15,South,Clothing,62,1454.71,2589.22,0.275,116383.98,Retail,Returning
P010596,2023-01-15,South,Clothing,60,633.72,1076.12,0.1364,55760.22,Retail,New
P010597,2023-01-15,South,Electronics,76,4186.65,6305.98,0.1247,419492.98,Online,Returning
P010598,2023-01-15,South,Electronics,78,11509.32,17589.39,0.0675,1279397.28,Retail,Returning
P010599,2023-01-15,South,Electronics,85,11781.17,16596.87,0.1452,1205945.64,Retail,Returning
P010600,2023-01-15,South,Food,87,452.12,746.26,0.021,63557.69,Retail,Returning
P010601,2023-01-15,South,Food,78,162.28,262.11,0.0557,19306.23,Retail,New
P010602,2023-01-15,South,Food,99,447.96,725.25,0.1277,62630.79,Retail,New
P010603,2023-01-15,South,Food,100,144.9,248.4,0.1267,21693.9,Retail,New
P010604,2023-01-15,South,Furniture,59,9724.63,14367.53,0.2481,637402.43,Retail,Returning
